19|97
19|81
19|68
19|72
15|66
15|46
15|23
15|49
15|77
15|12
15|28
15|85
15|91
15|53
15|16
15|39
15|88
15|34
15|87
15|67
15|43
15|62
15|64
15|75
15|21
15|26
15|13
15|63
97|36
97|26
97|64
97|43
97|81
97|21
97|46
97|39
97|85
97|49
97|99
97|24
97|16
97|72
97|94
97|62
97|71
97|75
97|35
97|15
97|12
97|74
97|13
97|17
23|88
23|63
23|77
23|19
23|32
23|68
23|41
23|74
23|11
23|18
23|89
23|87
23|22
23|45
23|99
23|84
23|94
23|69
23|97
23|81
23|17
23|33
23|28
23|37
67|22
67|89
67|66
67|77
67|81
67|18
67|37
67|19
67|69
67|87
67|68
67|28
67|23
67|97
67|34
67|32
67|33
67|94
67|11
67|63
67|88
67|84
67|45
67|41
37|74
37|85
37|81
37|17
37|35
37|39
37|36
37|13
37|26
37|62
37|94
37|71
37|64
37|16
37|49
37|15
37|99
37|12
37|97
37|72
37|24
37|46
37|43
37|21
35|46
35|13
35|85
35|21
35|64
35|67
35|34
35|62
35|26
35|66
35|15
35|39
35|75
35|71
35|49
35|16
35|12
35|24
35|23
35|53
35|43
35|28
35|72
35|91
28|88
28|81
28|89
28|33
28|17
28|41
28|18
28|84
28|19
28|63
28|74
28|87
28|22
28|69
28|97
28|68
28|32
28|94
28|45
28|37
28|36
28|11
28|99
28|77
69|12
69|94
69|37
69|15
69|99
69|49
69|97
69|22
69|11
69|21
69|36
69|26
69|35
69|81
69|85
69|46
69|13
69|45
69|39
69|74
69|24
69|72
69|71
69|17
53|34
53|37
53|41
53|89
53|97
53|18
53|63
53|19
53|67
53|11
53|68
53|28
53|77
53|88
53|87
53|22
53|84
53|81
53|32
53|23
53|69
53|33
53|45
53|66
74|71
74|35
74|13
74|34
74|67
74|99
74|62
74|72
74|36
74|21
74|43
74|15
74|12
74|91
74|85
74|64
74|53
74|49
74|24
74|46
74|75
74|39
74|26
74|16
87|72
87|99
87|71
87|94
87|19
87|37
87|18
87|33
87|24
87|45
87|81
87|32
87|35
87|36
87|97
87|41
87|89
87|69
87|74
87|68
87|11
87|22
87|84
87|17
66|11
66|68
66|32
66|33
66|23
66|94
66|69
66|22
66|18
66|63
66|45
66|81
66|88
66|37
66|87
66|89
66|84
66|19
66|41
66|74
66|28
66|17
66|77
66|97
75|89
75|28
75|34
75|33
75|66
75|88
75|67
75|45
75|69
75|22
75|77
75|37
75|11
75|19
75|53
75|84
75|63
75|91
75|18
75|23
75|87
75|32
75|41
75|68
63|22
63|17
63|99
63|68
63|11
63|87
63|19
63|89
63|81
63|32
63|41
63|94
63|84
63|45
63|97
63|72
63|69
63|74
63|35
63|24
63|33
63|36
63|18
63|37
45|97
45|15
45|49
45|74
45|85
45|35
45|81
45|71
45|94
45|24
45|72
45|62
45|21
45|26
45|36
45|13
45|99
45|11
45|22
45|39
45|46
45|12
45|37
45|17
46|33
46|67
46|32
46|62
46|88
46|53
46|43
46|39
46|16
46|64
46|18
46|75
46|23
46|12
46|41
46|87
46|66
46|91
46|49
46|28
46|34
46|63
46|77
46|19
77|68
77|33
77|94
77|41
77|74
77|89
77|63
77|69
77|18
77|11
77|81
77|87
77|84
77|35
77|37
77|32
77|22
77|97
77|36
77|19
77|17
77|99
77|24
77|45
49|66
49|32
49|19
49|88
49|33
49|67
49|28
49|41
49|18
49|89
49|16
49|64
49|91
49|63
49|75
49|84
49|23
49|34
49|62
49|68
49|43
49|77
49|87
49|53
68|12
68|69
68|22
68|17
68|15
68|81
68|37
68|71
68|72
68|26
68|35
68|11
68|46
68|13
68|24
68|39
68|36
68|85
68|45
68|74
68|21
68|94
68|97
68|99
99|72
99|26
99|35
99|36
99|75
99|24
99|62
99|39
99|66
99|49
99|85
99|46
99|34
99|15
99|64
99|67
99|53
99|21
99|16
99|43
99|91
99|71
99|13
99|12
21|46
21|53
21|75
21|43
21|39
21|87
21|16
21|49
21|62
21|63
21|88
21|77
21|19
21|34
21|91
21|33
21|12
21|28
21|66
21|64
21|26
21|67
21|18
21|23
43|89
43|34
43|84
43|77
43|18
43|87
43|28
43|22
43|23
43|67
43|32
43|11
43|88
43|69
43|19
43|68
43|75
43|41
43|53
43|91
43|45
43|63
43|33
84|71
84|94
84|74
84|24
84|46
84|26
84|17
84|68
84|13
84|45
84|85
84|15
84|37
84|35
84|97
84|21
84|99
84|69
84|39
84|72
84|22
84|36
91|37
91|87
91|69
91|88
91|18
91|97
91|53
91|84
91|19
91|34
91|33
91|22
91|32
91|66
91|28
91|41
91|45
91|68
91|23
91|89
91|63
88|87
88|77
88|68
88|81
88|74
88|94
88|19
88|17
88|33
88|22
88|63
88|35
88|97
88|18
88|32
88|84
88|45
88|36
88|89
88|41
16|41
16|75
16|89
16|88
16|53
16|64
16|45
16|43
16|23
16|87
16|67
16|69
16|18
16|32
16|66
16|68
16|77
16|84
16|34
71|53
71|12
71|16
71|23
71|88
71|28
71|49
71|62
71|75
71|13
71|21
71|46
71|67
71|85
71|39
71|43
71|63
71|34
64|91
64|88
64|43
64|66
64|77
64|67
64|87
64|19
64|41
64|69
64|23
64|53
64|28
64|84
64|68
64|45
64|63
32|15
32|35
32|22
32|68
32|11
32|97
32|36
32|69
32|72
32|37
32|24
32|71
32|74
32|13
32|85
32|81
17|85
17|15
17|67
17|74
17|16
17|21
17|35
17|72
17|99
17|64
17|71
17|26
17|62
17|39
17|49
34|69
34|45
34|63
34|32
34|81
34|84
34|28
34|66
34|19
34|22
34|11
34|77
34|37
34|88
89|81
89|94
89|72
89|84
89|24
89|13
89|17
89|45
89|36
89|11
89|21
89|37
89|35
39|64
39|33
39|87
39|53
39|67
39|77
39|32
39|18
39|49
39|43
39|63
39|34
36|64
36|67
36|49
36|53
36|21
36|46
36|12
36|72
36|66
36|23
36|91
94|26
94|12
94|21
94|75
94|85
94|99
94|46
94|16
94|39
94|62
85|12
85|43
85|39
85|21
85|28
85|33
85|16
85|75
85|87
41|84
41|17
41|97
41|21
41|71
41|24
41|45
41|72
33|72
33|74
33|35
33|37
33|68
33|84
33|22
72|64
72|43
72|23
72|15
72|85
72|88
24|34
24|43
24|75
24|26
24|53
12|16
12|62
12|19
12|23
18|99
18|15
18|37
22|85
22|94
26|16
